ID,name,organism,desc,source
MER0016257,ascidian acrosin,Halocynthia roretzi,[S01.512]#S01A#{peptidase unit: 36-282},Q966V4
MER0016301,TldD peptidase,Escherichia coli,,
MER0016302,ADAMTS17 peptidase,Homo sapiens,[M12.027]#M12B#{peptidase unit: 227-452},AT17_HUMAN
MER0016306,serpin BSZ4,Hordeum vulgare,,
MER0016308,aminopeptidase G,Streptomyces coelicolor,[M01.012]#M01#{peptidase unit: 227-408},NP_626871
MER0016338,4930519f16rik protein,Mus musculus,[S01.991]#S01A#{peptidase unit: 1-256},Q9D533
MER0016346,plasma kallikrein-like protein 4,Homo sapiens,[S01.992]#S01A#{peptidase unit: 12-271},NP_001073961
MER0016347,testis-specific protein 50,Homo sapiens,[S01.993]#S01A#{peptidase unit: 71-360},Q9UI38
MER0016349,mannan-binding lectin-associated serine peptidase-3,Mus musculus,[S01.132]#S01A#{peptidase unit: 454-703},MASP1_MOUSE
MER0016350,PRSS35 protein,Homo sapiens,[S01.994]#S01A#{peptidase unit: 89-413},Q9BQP6
MER0016351,HtrA4 peptidase,Homo sapiens,[S01.285]#S01C#{peptidase unit: 202-354},P83105
MER0016353,type D-like endogenous retrovirus peptidase,Mus musculus,,
MER0016354,kallikrein-related peptidase 9-like protein,Mus musculus,[S01.945]#S01A#{peptidase unit: 23-251},NP_082936
MER0016357,1300015b06rik protein,Mus musculus,and similar,
MER0016358,Tysnd1 peptidase,Mus musculus,[S01.286]#S01C#{peptidase unit: 359-498},Q9DBA6
MER0016359,1700007n14rik protein,Mus musculus,and similar,
MER0016360,Mername-AA204 peptidase,Mus musculus,[S01.105]#S01A#{peptidase unit: 39-250},NP_082826
MER0016362,Prss44 peptidase,Mus musculus,[S01.106]#S01A#{peptidase unit: 112-347},PRS44_MOUSE
MER0016363,2410072d24rik protein,mouse,,
MER0016367,Mername-AA206 peptidase,Mus musculus,[S01.107]#S01A#{peptidase unit: 3-98},Q9D974
MER0016428,immune inhibitor A2 peptidase,Bacillus sp.,,
MER0016452,PRSS55 g.p.,Homo sapiens,,
MER0016485,Mername-AA129 peptidase,Homo sapiens,[C19.072]#C19#{peptidase unit: 1-77},HC19058
MER0016486,ubiquitin-specific peptidase 49,Homo sapiens,[C19.073]#C19#{peptidase unit: 221-665},UBP49_HUMAN
MER0016506,serine carboxypeptidase 46,Oryza sativa,,
MER0016507,TagC peptidase,Dictyostelium discoideum,,
MER0016508,arginine aminopeptidase,Streptococcus-type,,
MER0016513,acubin2,Deinagkistrodon acutus,[S01.349]#S01A#{peptidase unit: 25-251},Q9I961
MER0016514,contortrixobin,Agkistrodon contortrix,[S01.347]#S01A#{peptidase unit: 1-227},P82981
MER0016526,CLIPB15 peptidase,Anopheles gambiae,[S01.449]#S01A#{peptidase unit: 107-361},Q9NAS9
MER0016527,CLIPB14-type peptidase,Anopheles gambiae,[S01.448]#S01A#{peptidase unit: 84-372},Q9NAS8
MER0016541,At1g51150,Arabidopsis thaliana,,
MER0016542,At3g05350,Arabidopsis thaliana-type peptidase,,
MER0016543,At3g16540,Arabidopsis thaliana,,
MER0016544,At4g36760 g.p.,Arabidopsis thaliana,and similar,
MER0016549,carboxypeptidase OcpB,Aspergillus oryzae,[S10.016]#S10#{peptidase unit: 53-516},Q96VZ9
MER0016565,cerastotin,Cerastes cerastes,[S01.339]#S01A#{peptidase unit: 1-98},P81038
MER0016584,CG32808 protein,Drosophila melanogaster,,
MER0016585,CG31219-PB protein,Drosophila melanogaster,,
MER0016586,CG18754 protein,Drosophila melanogaster,,
MER0016587,CG14760 protein,Drosophila melanogaster,,
MER0016588,melanization peptidase-2,Drosophila melanogaster,and similar,
MER0016589,CG12133 protein,Drosophila melanogaster,,
MER0016592,CG7432 protein,Drosophila melanogaster,,
MER0016593,Gastrulation-defective peptidase,Drosophila melanogaster,[S01.202]#S01A#{peptidase unit: 206-528},GD_DROME
MER0016594,CG8870 protein,Drosophila melanogaster,,
MER0016595,CG2045,Drosophila melanogaster,,
MER0016597,"melanization peptidase-1, isoform A",Drosophila melanogaster,,
MER0016598,CG18735 protein,Drosophila melanogaster,,
MER0016599,Spatzle-processing enzyme,Drosophila sp.,,
MER0016601,retropepsin,human T-cell leukemia virus,,
MER0016605,9030405D14Rik putative peptidase,Mus musculus,[T03.022]#T03#{peptidase unit: 104-464},GGT6_MOUSE
MER0016607,salmonase,Gloydius halys,[S01.350]#S01A#{peptidase unit: 25-250},Q9PTL3
MER0016609,At5g09640,Arabidopsis thaliana,,
MER0016641,Mername-AA268 putative granzyme,Ornithorhynchus anatinus,[S01.373]#S01A#{peptidase unit: 22-245},XP_001507549
MER0016688,thermicin,Thermoanaerobacter yonseii,[S08.029]#S08A#{peptidase unit: 93-410},Q9AER6
MER0016692,serpentokallikrein-1,Trimeresurus mucrosquamatus,,
MER0016697,keratinase K1,Stenotrophomonas maltophilia,,
MER0016700,ADAMTS14 peptidase,Homo sapiens,[M12.024]#M12B#{peptidase unit: 254-460},ATS14_HUMAN
MER0016969,taspase-1,Homo sapiens,[T02.004]#T02#{peptidase unit: 234-406},TASP1_HUMAN
MER0016970,gamma-glutamyltransferase-like protein 3,Homo sapiens,[T03.017]#T03#{peptidase unit: 118-660},GGT7_HUMAN
MER0016978,fervidolysin,Fervidobacterium pennivorans,[S08.021]#S08A#{peptidase unit: 151-466},Q93LQ6
MER0016983,Tk-subtilisin,Thermococcus kodakarensis,[S08.129]#S08A#{peptidase unit: 107-418},TKSU_PYRKO
MER0016986,MutP,Streptococcus mutans-type lantibiotic leader peptidase,,
MER0016991,KP-43 peptidase,Bacillus sp. KSM-KP43,[S08.123]#S08A#{peptidase unit: 197-536},Q93UV9
MER0016994,serpin BSZx,Hordeum vulgare,,
MER0017009,SUB2 g.p.,Toxoplasma gondii,,
MER0017014,At4g21323,Arabidopsis thaliana,,
MER0017029,ADAMTS15 peptidase,Homo sapiens,[M12.025]#M12B#{peptidase unit: 213-427},ATS15_HUMAN
MER0017033,At2g18360,Arabidopsis thaliana,,
MER0017069,microcystinase MlrB,Sphingomonas sp. ACM-3962,[S12.009]#S12#{peptidase unit: 1-330},Q93CA7
MER0017074,lact-3 g.p.,Caenorhabditis elegans,,
MER0017085,TMPRSS12 peptidase,Homo sapiens,[S01.291]#S01A#{peptidase unit: 78-319},TMPSC_HUMAN
MER0017118,T3F20.15 protein,Arabidopsis thaliana,,
MER0017120,archaean signal peptidase,Euryarchaeota,,
MER0017121,carboxypeptidase A5,Homo sapiens,[M14.020]#M14A#{peptidase unit: 128-436},Q8WXQ8
MER0017123,mesoderm specific transcript protein,Homo sapiens,[S33.972]#S33#{peptidase unit: 38-335},MEST_HUMAN
MER0017142,BioH protein,Escherichi coli,,
MER0017177,cytosolic epoxide hydrolase,Rattus norvegicus,[S33.973]#S33#{peptidase unit: 225-547},HYES_RAT
MER0017193,CPO-A2,Streptomyces aureofaciens-type chloroperoxidase,,
MER0017194,RhoII peptidase,Haloferax volcanii,and similar,
MER0017239,CG18642,Drosophila melanogaster,,
MER0017240,FLJ1 putative peptidase,Homo sapiens,[S09.051]#S09C#{peptidase unit: 1-183},NP_116248
MER0017242,hypothetical ORF Ynl320wp,Saccharomyces cerevisiae,,
MER0017243,Y97E10AL.2,Caenorhabditis elegans,,
MER0017244,At1g13610,Arabidopsis thaliana,,
MER0017245,bem46 g.p.,Schizosaccharomyces pombe,,
MER0017246,At5g20520,Arabidopsis thaliana-type peptidase,,
MER0017248,YfhR protein,Escherichi coli,,
MER0017249,Bombina trypsin inhibitor,Bombina maxima,[I08.003]#I08#{inhibitor unit: 28-84},Q8QFP3
MER0017250,At5g38220,Arabidopsis thaliana,,
MER0017256,At1g66900,Arabidopsis thaliana-type peptidase,,
MER0017353,Mername-AA194 putative peptidase,Homo sapiens,[S09.052]#S09C#{peptidase unit: 82-305},Q96GS6
MER0017355,CG11935 protein,Drosophila melanogaster,,
MER0017367,Mername-AA195 putative peptidase,Homo sapiens,[S09.053]#S09C#{peptidase unit: 103-326},AB17C_HUMAN
MER0017368,Mername-AA196 putative peptidase,Homo sapiens,[S09.054]#S09C#{peptidase unit: 139-386},ABD12_HUMAN
MER0017371,Mername-AA197 putative peptidase,Homo sapiens,[S09.055]#S09C#{peptidase unit: 62-285},AB17B_HUMAN
MER0017373,At4g24760,Arabidopsis thaliana,,
MER0017374,At5g14390,Arabidopsis thaliana-type peptidase,,
MER0017375,K04G2.2 g.p.,Caenorhabditis elegans,,
MER0017377,At3g01690,Arabidopsis thaliana,,
MER0017378,At2g24320,Arabidopsis thaliana,,
MER0017385,PF1185 g.p.,Pyrococcus furiosus,,
MER0017390,carboxypeptidase Pfu,Pyrococcus furiosus,[M32.002]#M32#{peptidase unit: 4-499},Q8U3L0
MER0017394,PF1597 g.p.,Pyrococcus furiosus,,
MER0017395,PF0167 g.p.,Pyrococcus furiosus,,
MER0017396,FrxA peptidase,Pyrococcus furiosus,[A31.006]#A31#{peptidase unit: 1-137},FRXA_PYRFU
MER0017397,PF1591 g.p.,Pyrococcus furiosus,,
MER0017398,PF1905 g.p.,Pyrococcus furiosus,,
MER0017401,trilobed protease,Pyrococcus furiosus,[S09.071]#S09C#{peptidase unit: 362-600},Q8U3Y3
MER0017402,PF0467,Pyrococcus furiosus,,
MER0017403,PF1438,Pyrococcus furiosus,,
MER0017405,PF1228 g.p.,Pyrococcus furiosus,,
MER0017468,PopP1 g.p.,Ralstonia solanacearum,,
MER0017622,SPAC823.09c g.p.,Schizosaccharomyces pombe,,
MER0017628,sunflower cyclic trypsin inhibitor,Helianthus annuus,[I12.002]#I12#{inhibitor unit: 36-49},ACS74805
MER0017637,AtFtsH5 peptidase,Arabidopsis thaliana,[M41.024]#M41#{peptidase unit: 460-704},FTH2_ARATH
MER0017665,tomato peptidase inhibitor II inhibitor unit 2,Solanum lycopersicum,[I20.953]#I20#{inhibitor unit: 81-141},IP21_LYCES
MER0017774,ovomucoid inhibitor unit 3,Meleagris gallopavo,[I01.003]#I01#{inhibitor unit: 135-185},IOVO_MELGA
MER0017793,ovoinhibitor inhibitor unit 1,Gallus gallus,[I01.004]#I01#{inhibitor unit: 26-91},IOV7_CHICK
MER0017799,SPINK1,Homo sapiens,[I01.011]#I01#{inhibitor unit: 30-79},IPK1_HUMAN
MER0017804,BUSI-I inhibitor,Bos taurus,[I01.014]#I01#{inhibitor unit: 12-61},IAC1_BOVIN
MER0017805,SPINK6,Bos taurus,[I01.015]#I01#{inhibitor unit: 24-80},ISK6_BOVIN
MER0017806,SPINK2,Homo sapiens,[I01.012]#I01#{inhibitor unit: 34-84},IAC2_HUMAN
MER0017811,bdellin,Hirudo medicinalis,[I01.020]#I01#{inhibitor unit: 1-40},IBD3_HIRME
MER0017813,bikazin salivary inhibitor inhibitor unit 1,Felis catus,[I01.016]#I01#{inhibitor unit: 1-60},IPSG_FELCA
MER0017817,elastase inhibitor,Anemonia sulcata,,
MER0017818,chymotrypsin/elastase inhibitor,Ascaris-type,,
MER0017820,Ascaris trypsin inhibitor,Ascaris lumbricoides,[I08.007]#I08#{inhibitor unit: 1-66},ITR2_ASCSU
MER0017822,tryptase inhibitor,Hirudo medicinalis,,
MER0017823,PAPI-I inhibitor unit 1,Pacifastacus leniusculus,[I01.039]#I01#{inhibitor unit: 23-66},Q26057
MER0017825,streptomyces subtilisin inhibitor,Streptomyces albogriseolus,[I16.003]#I16#{inhibitor unit: 32-144},SSI_STRAO
MER0017827,SIL-1 inhibitor,Streptomyces cacaoi,,
MER0017828,trypsin inhibitor STI1,Streptomyces coelicolor,,
MER0017829,SIL-2 inhibitor,Streptomyces sp.,,
MER0017830,SIL-3 inhibitor,Streptomyces coelicolor,,
MER0017831,SIL-4 inhibitor,Streptomyces lavendulae,,
MER0017832,SIL-8 inhibitor,Streptomyces virginiae,,
MER0017833,kexstatin I,Streptomyces platensis,[I16.002]#I16#{inhibitor unit: 32-145},SSIK_STRPT
MER0017834,plasminostreptin,Streptomyces antifibrinolyticus,[I16.001]#I16#{inhibitor unit: 1-109},SSI_STRAN
MER0017835,aprotinin,Bos taurus,[I02.001]#I02#{inhibitor unit: 36-93},BPT1_BOVIN
MER0017840,protease nexin-2,Homo sapiens,[I02.015]#I02#{inhibitor unit: 287-345},A4_HUMAN
MER0017844,amyloid precursor-like protein 2,Homo sapiens,[I02.016]#I02#{inhibitor unit: 306-364},APP2_HUMAN
MER0017847,bikunin inhibitor unit 1,Homo sapiens,[I02.005]#I02#{inhibitor unit: 231-281},AMBP_HUMAN
MER0017851,plasma kallikrein inhibitor,Oxyuranus sp.,,
MER0017852,fraction IX inhibitor,Bungarus fasciatus,,
MER0017868,tissue factor pathway inhibitor-1 inhibitor unit 1,Homo sapiens,[I02.011]#I02#{inhibitor unit: 54-104},TFPI_HUMAN
MER0017872,spleen trypsin inhibitor I,Bos taurus,,
MER0017873,collagen alpha 1(VII) chain,Homo sapiens,[I02.967]#I02#{inhibitor unit: 2874-2932},CA17_HUMAN
MER0017875,HKIB9,Homo sapiens,[I02.969]#I02#{inhibitor unit: 26-89},SPIT3_HUMAN
MER0017878,chelonianin inhibitor unit 1,Caretta caretta,[I02.022]#I02#{inhibitor unit: 8-58},IBP_CARCR
MER0017879,colostrum trypsin inhibitor,Bos taurus,,
MER0017880,peptidase inhibitor,Tachypleus,,
MER0017881,serum basic peptidase inhibitor,Bos taurus,,
MER0017883,paragonial peptide D,Drosophila funebris,,
MER0017884,peptidase inhibitor 5,Anemonia sulcata,,
MER0017885,chymotrypsin inhibitor SCI-I,Bombyx mori,,
MER0017889,Kunitz inhibitor,Heteractis crispa-type,,
MER0017895,soybean Kunitz trypsin inhibitor,Glycine max,[I03.001]#I03A#{inhibitor unit: 25-205},ITRA_SOYBN
MER0017897,cathepsin D inhibitor,Solanaceae,,
MER0017904,alpha-amylase/subtilisin inhibitor,Hordeum-type,,
MER0017908,winged-bean chymotrypsin inhibitor,Psophocarpus tetragonolobus,[I03.009]#I03A#{inhibitor unit: 25-207},ICW3_PSOTE
MER0017910,papain/trypsin inhibitor,Prosopis-type,,
MER0017915,chymotrypsin inhibitor ECI,Erythrina variegata,,
MER0017919,alocasin,Alocasia macrorrhizos,[I03.003]#I03A#{inhibitor unit: 3-137},ITC_ALOMA
MER0017920,Bauhinia trypsin/plasma kallikrein inhibitor,Bauhinia bauhinioides,[I03.016]#I03A#{inhibitor unit: 20-179},AAQ56600
MER0017922,guamerin,Hirudo nipponia,,
MER0017924,trypsin inhibitor,Acacia confusa,,
MER0017936,sporamin,Ipomoea batatas,[I03.013]#I03A#{inhibitor unit: 24-219},SPRA_IPOBA
MER0017939,potato Kunitz-type trypsin inhibitor,Solanum tuberosum,[I03.020]#I03A#{inhibitor unit: 29-213},SPI5_SOLTU
MER0017956,alpha-1-peptidase inhibitor,Homo sapiens,[I04.001]#I04#{inhibitor unit: 25-418},A1AT_HUMAN
MER0017962,serpin A2,Homo sapiens,[I04.952]#I04#{inhibitor unit: 22-420},A1AU_HUMAN
MER0017970,antithrombin,Homo sapiens,[I04.018]#I04#{inhibitor unit: 33-464},ANT3_HUMAN
MER0017975,plasmin inhibitor,Homo sapiens,[I04.023]#I04#{inhibitor unit: 40-491},A2AP_HUMAN
MER0017976,alpha-1-antichymotrypsin,Homo sapiens,[I04.002]#I04#{inhibitor unit: 24-423},AACT_HUMAN
MER0017980,endopin 2,Bos taurus,,
MER0017985,C1 inhibitor,Homo sapiens,[I04.024]#I04#{inhibitor unit: 28-505},BAG64762
MER0017986,maspin,Homo sapiens,[I04.980]#I04#{inhibitor unit: 1-375},MASP_HUMAN
MER0017988,protease nexin-1,Homo sapiens,[I04.021]#I04#{inhibitor unit: 20-398},GDN_HUMAN
MER0017992,plasminogen activator inhibitor-1,Homo sapiens,[I04.020]#I04#{inhibitor unit: 24-402},PAI1_HUMAN
MER0017995,squamous cell carcinoma antigen 1,Homo sapiens,[I04.008]#I04#{inhibitor unit: 4-390},SCC1_HUMAN
MER0017996,angiotensinogen,Homo sapiens,[I04.953]#I04#{inhibitor unit: 34-485},ANGT_HUMAN
MER0017999,serine protease inhibitor 2.4,Apodemus sylvaticus,,
MER0018000,corticosteroid-binding globulin,Homo sapiens,[I04.954]#I04#{inhibitor unit: 23-405},CBG_HUMAN
MER0018006,contrapsin,Mus musculus,[I04.029]#I04#{inhibitor unit: 22-418},COTR_MOUSE
MER0018011,WFIKKN peptidase inhibitor inhibitor unit 1,Homo sapiens,[I17.951]#I17#{inhibitor unit: 24-89},Q96NZ8
MER0018012,CrmA viral serpin,,[I04.028]#I04#{inhibitor unit: 1-341},SPI2_COWPX
MER0018014,colligin 1,Homo sapiens,[I04.035]#I04#{inhibitor unit: 18-417},HS47_HUMAN
MER0018017,heparin cofactor II,Homo sapiens,[I04.019]#I04#{inhibitor unit: 20-499},HEP2_HUMAN
MER0018019,serpin B1,Homo sapiens,[I04.006]#I04#{inhibitor unit: 1-379},ILEU_HUMAN
MER0018021,protein C inhibitor,Homo sapiens,[I04.004]#I04#{inhibitor unit: 20-406},IPSP_HUMAN
MER0018022,kallikrein-binding protein,Mus musculus,,
MER0018024,serpina3n,Mus musculus,,
MER0018027,SPINK5 inhibitor unit 10,Homo sapiens,[I01.028]#I01#{inhibitor unit: 630-686},ISK5_HUMAN
MER0018029,ovalbumin,Gallus gallus,[I04.958]#I04#{inhibitor unit: 2-386},OVAL_CHICK
MER0018033,plasminogen activator inhibitor 2,Homo sapiens,[I04.007]#I04#{inhibitor unit: 1-415},PAI2_HUMAN
MER0018036,pigment epithelium derived factor,Homo sapiens,[I04.979]#I04#{inhibitor unit: 16-418},PEDF_HUMAN
MER0018037,WFIKKN peptidase inhibitor inhibitor unit 3,Homo sapiens,[I02.033]#I02#{inhibitor unit: 359-409},Q96NZ8
MER0018040,serine protease inhibitor 2.4,Rattus norvegicus,,
MER0018047,alaserpin,Lepidoptera,,
MER0018049,serine protease inhibitor 2.1,Rattus norvegicus,,
MER0018051,myxoma virus serpin serp-1,,[I04.046]#I04#{inhibitor unit: 1-369},SPI1_MYXVL
MER0018053,serine protease inhibitor 1,SPI-1,,
MER0018062,serpin SPI-3,orthopoxvirus,,
MER0018068,cathepsin G/chymotrypsin inhibitor,Apis mellifera,,
MER0018069,thyroxin-binding globulin,Homo sapiens,[I04.955]#I04#{inhibitor unit: 21-415},THBG_HUMAN
MER0018074,trypsin inhibitor CVTI-I,Cucurbitaceae,,
MER0018075,trypsin inhibitor CMTI-I,Cucurbita maxima,,
MER0018076,trypsin inhibitor LCTI,Luffa cylindrica,,
MER0018077,trypsin inhibitor MCTI-1,Momordica charantia,,
MER0018078,trypsin inhibitor MRTI-I,Momordica repens,,
MER0018079,trypsin inhibitor BDTI-II,Bryonia dioica,,
MER0018080,trypsin inhibitor CSTI-IIb,Cucumis sativus ,,
MER0018081,trypsin inhibitor EETI-II,Ecballium elaterium,,
MER0018083,trypsin inhibitor MCTI-II,Momordica charantia,,
MER0018084,trypsin inhibitor CMTI-II,Cucumis melo,,
MER0018085,trypsin inhibitor CPTI,Cucurbita pepo,,
MER0018086,trypsin inhibitor TGTI-I,Luffa cylindrica,,
MER0018087,trypsin inhibitor CMTI-III,Cucurbita maxima,,
MER0018088,trypsin inhibitor CSTI-IV,Cucumis sativus,,
MER0018089,trypsin inhibitor TGTI-II,Luffa cylindrica,,
MER0018090,trypsin inhibitor MCTI-A,Momordica charantia,,
MER0018092,elastase inhibitor MCEI,Momordica charantia,,
MER0018095,Bowman-Birk inhibitor,Poaceae,inhibitor unit 1,
MER0018096,Bowman-Birk trypsin inhibitor,Medicago-type,unit 1,
MER0018102,Bowman-Birk trypsin/chymotrypsin inhibitor,Arachis hypogaea,unit 1,
MER0018105,Bowman-Birk inhibitor,Glycine-type,unit 1,
MER0018125,bromein,Ananas comosus,[I67.001]#I67#{inhibitor unit: 20-53},IBRO_ANACO
MER0018127,eglin c,Hirudo medicinalis,[I13.001]#I13#{inhibitor unit: 1-70},ICIC_HIRME
MER0018128,chymotrypsin inhibitor 2,Hordeum vulgare,[I13.003]#I13#{inhibitor unit: 16-84},ICI2_HORVU
MER0018133,potato peptidase inhibitor I,Solanum tuberosum,[I13.002]#I13#{inhibitor unit: 1-30},Q41490
MER0018134,trypsin/subtilisin inhibitor,Amaranthus sp.,,
MER0018135,glutamyl peptidase II inhibitor,bitter gourd,,
MER0018138,tomato peptidase inhibitor I,Solanum lycopersicum,[I13.010]#I13#{inhibitor unit: 42-111},ICI1_LYCES
MER0018140,subtilisin inhibitor I,Fabaceae,,
MER0018142,subtilisin-chymotrypsin inhibitor CI-1A,barley,,
MER0018143,chymotrypsin inhibitor I,potato,,
MER0018151,inhibitor of trypsin and Hageman factor,Cucurbita maxima,,
MER0018156,tobacco peptidase inhibitor II inhibitor unit 1,Nicotiana tabacum,[I20.002]#I20#{inhibitor unit: 22-79},IP21_TOBAC
MER0018158,cystatin A,Homo sapiens,[I25.001]#I25A#{inhibitor unit: 1-98},CYTA_HUMAN
MER0018161,cystatin B,Homo sapiens,[I25.003]#I25A#{inhibitor unit: 1-98},CYTB_HUMAN
MER0018170,apsC g.p.,Aspergillus niger N400,,
MER0018172,ovocystatin,Gallus gallus,[I25.011]#I25B#{inhibitor unit: 24-139},CYT_CHICK
MER0018173,cystatin C,Homo sapiens,[I25.004]#I25B#{inhibitor unit: 29-144},CYTC_HUMAN
MER0018176,cystatin SN,Homo sapiens,[I25.010]#I25B#{inhibitor unit: 24-139},CYTN_HUMAN
MER0018177,cystatin S,Homo sapiens,[I25.008]#I25B#{inhibitor unit: 24-139},CYTS_HUMAN
MER0018179,cystatin SA,Homo sapiens,[I25.009]#I25B#{inhibitor unit: 24-139},CYTT_HUMAN
MER0018180,cystatin D,Homo sapiens,[I25.005]#I25B#{inhibitor unit: 24-140},CYTD_HUMAN
MER0018183,papaya cystatin,Carica papaya,[I25.030]#I25B#{inhibitor unit: 1-95},Q39561
MER0018185,oryzacystatin II,Oryza sativa,[I25.028]#I25B#{inhibitor unit: 9-102},NP_001055924
MER0018188,potato multicystatin inhibitor unit 1,Solanum tuberosum,[I25.015]#I25B#{inhibitor unit: 3-96},CYTM_SOLTU
MER0018190,phytocystatin,Vigna unguiculata,[I25.014]#I25B#{inhibitor unit: 1-92},CYTI_VIGUN
MER0018192,snake venom cystatin,Bitis sp.,,
MER0018193,hepatocyte growth factor activator inhibitor 1 inhibitor unit 1,Homo sapiens,[I02.007]#I02#{inhibitor unit: 250-300},SPT1_HUMAN
MER0018197,kininogen inhibitor unit 1,Homo sapiens,[I25.950]#I25C#{inhibitor unit: 28-136},KNG1_HUMAN
MER0018204,alpha-2-HS-glycoprotein inhibitor unit 1,Homo sapiens,[I25.020]#I25C#{inhibitor unit: 32-144},A2HS_HUMAN
MER0018210,histidine-rich glycoprotein inhibitor unit 1,Homo sapiens,[I25.022]#I25C#{inhibitor unit: 24-140},HRG_HUMAN
MER0018218,sarcocystatin,Sarcophaga peregrina,[I25.013]#I25A#{inhibitor unit: 21-122},CYTA_SARPE
MER0018221,onchocystatin,Onchocerca volvulus,[I25.031]#I25B#{inhibitor unit: 45-160},CYTX_ONCVO
MER0018224,WFIKKN peptidase inhibitor inhibitor unit 2,Homo sapiens,[I02.953]#I02#{inhibitor unit: 299-351},Q96NZ8
MER0018225,calpastatin inhibitor unit 1,Homo sapiens,[I27.001]#I27#{inhibitor unit: 231-275},NP_775086
MER0018230,potato metallocarboxypeptidase inhibitor,Solanum tuberosum,[I37.001]#I37#{inhibitor unit: 1-39},MCPI_SOLTU
MER0018231,metallopeptidase inhibitor,Erwinia,,
MER0018232,aprin,Pseudomonas aeruginosa,[I38.002]#I38#{inhibitor unit: 26-130},INH_PSEAE
MER0018233,serralysin inhibitor,Serratia sp.,,
MER0018234,ascidian trypsin inhibitor,Halocynthia roretzi,[I05.001]#I05#{inhibitor unit: 1-55},ITRP_HALRO
MER0018235,AopP g.p.,Aeromonas salmonicida,,
MER0018238,wheat trypsin/alpha-amylase inhibitor,Triticum aestivum,[I06.004]#I06#{inhibitor unit: 26-168},IA03_WHEAT
MER0018241,barley trypsin/factor XIIa inhibitor,Hordeum vulgare,[I06.002]#I06#{inhibitor unit: 22-147},IAA_HORVU
MER0018247,ragi seed trypsin/alpha-amylase inhibitor,Eleusine coracana,[I06.003]#I06#{inhibitor unit: 1-122},IAAT_ELECO
MER0018249,kallikrein 1,Equus caballus,,
MER0018251,proteinase inhibitor A,Sagittaria sagittifolia,,
MER0018252,proteinase inhibitor B,Sagittaria sagittifolia,,
MER0018253,tick anticoagulant peptide,Ornithodorus sp.,,
MER0018254,ecotin,Escherichia coli,[I11.001]#I11#{inhibitor unit: 21-162},ECOT_ECOLI
MER0018255,hirudin,Hirudo medicinalis,[I14.001]#I14#{inhibitor unit: 1-65},ITH1_HIRME
MER0018269,bdellin-KL,Hirudo nipponia,,
MER0018270,antistasin inhibitor unit 1,Haementeria officinalis,[I15.007]#I15#{inhibitor unit: 18-72},ANTA_HAEOF
